dataset_name,kpi,is_kpi,dtype,domain,description
agriculture_agritech_sustainability_index,category,0,int,agriculture_agritech,Supporting attribute representing category.
banking_insurance_shipment_tracking,claim_rejection_rate,1,int,banking_insurance,KPI measuring claim rejection rate in banking insurance domain.
marketing_reporting,channel,0,string,marketing,Supporting attribute representing channel.
ai_datascience_campaign_performance,model_accuracy,1,float,ai_datascience,KPI measuring model accuracy in ai datascience domain.
media_entertainment_customer_segments_47,segment,0,string,media_entertainment,Supporting attribute representing segment.
product_analytics,date,0,int,product,Supporting attribute representing date.
realestate_construction_claims,id,0,string,realestate_construction,Supporting attribute representing id.
media_entertainment_trial_registry_37,watch_time_per_user,1,int,media_entertainment,KPI measuring watch time per user in media entertainment domain.
education_edtech_cost_reporting,channel,0,date,education_edtech,Supporting attribute representing channel.
finance_fintech_engagement_analytics_43,roi,1,int,finance_fintech,KPI measuring roi in finance fintech domain.
transport_automotive_customer_segments,fleet_downtime_percent,1,int,transport_automotive,KPI measuring fleet downtime percent in transport automotive domain.
healthcare_pharma_usage_telemetry_37,diagnosis_accuracy,1,float,healthcare_pharma,KPI measuring diagnosis accuracy in healthcare pharma domain.
transport_automotive_product_analytics_30,fuel_efficiency_per_vehicle,1,float,transport_automotive,KPI measuring fuel efficiency per vehicle in transport automotive domain.
realestate_construction_reliability_metrics,channel,0,date,realestate_construction,Supporting attribute representing channel.
ai_datascience_policy_admin,timestamp,0,string,ai_datascience,Supporting attribute representing timestamp.
manufacturing_adv_sustainability_index,region,0,int,manufacturing_adv,Supporting attribute representing region.
finance_fintech_transactions_6,fraud_detection_rate,1,float,finance_fintech,KPI measuring fraud detection rate in finance fintech domain.
hr_adv_cost_reporting,employee_engagement_score,1,int,hr_adv,KPI measuring employee engagement score in hr adv domain.
realestate_construction_engagement_analytics_20,id,0,int,realestate_construction,Supporting attribute representing id.
sales_trends,average_deal_size,1,int,sales,KPI measuring average deal size in sales domain.
product_reporting,engagement_depth_score,1,float,product,KPI measuring engagement depth score in product domain.
sales_reporting_19,gross_margin_return_on_investment,1,int,sales,KPI measuring gross margin return on investment in sales domain.
devops_reporting,mean_time_to_recovery,1,float,devops,KPI measuring mean time to recovery in devops domain.
ecommerce_retail_engagement_analytics,timestamp,0,string,ecommerce_retail,Supporting attribute representing timestamp.
telecom_course_outcomes,country,0,date,telecom,Supporting attribute representing country.
healthcare_pharma_sustainability_index,country,0,string,healthcare_pharma,Supporting attribute representing country.
realestate_construction_usage_telemetry,id,0,string,realestate_construction,Supporting attribute representing id.
devops_trends,timestamp,0,string,devops,Supporting attribute representing timestamp.
sales_marketing_shipment_tracking_12,lead_to_deal_ratio,1,int,sales_marketing,KPI measuring lead to deal ratio in sales marketing domain.
cybersecurity_sustainability_index,segment,0,date,cybersecurity,Supporting attribute representing segment.
hr_adv_usage_telemetry,segment,0,string,hr_adv,Supporting attribute representing segment.
agriculture_agritech_cost_reporting_40,resource_utilization_efficiency,1,float,agriculture_agritech,KPI measuring resource utilization efficiency in agriculture agritech domain.
saas_it_engagement_analytics,segment,0,string,saas_it,Supporting attribute representing segment.
supplychain_logistics_clinical_outcomes,timestamp,0,string,supplychain_logistics,Supporting attribute representing timestamp.
transport_automotive_campaign_performance,timestamp,0,date,transport_automotive,Supporting attribute representing timestamp.
supplychain_logistics_usage_telemetry,on_time_delivery_rate,1,int,supplychain_logistics,KPI measuring on time delivery rate in supplychain logistics domain.
sales_trends_22,win_rate,1,int,sales,KPI measuring win rate in sales domain.
devops_metrics_40,date,0,int,devops,Supporting attribute representing date.
manufacturing_adv_sustainability_index_6,segment,0,date,manufacturing_adv,Supporting attribute representing segment.
finance_fintech_sustainability_index_6,net_interest_margin,1,float,finance_fintech,KPI measuring net interest margin in finance fintech domain.
energy_sustainability_usage_telemetry_20,power_utilization_efficiency,1,float,energy_sustainability,KPI measuring power utilization efficiency in energy sustainability domain.
public_government_sustainability_index,date,0,date,public_government,Supporting attribute representing date.
ai_datascience_trial_registry,category,0,date,ai_datascience,Supporting attribute representing category.
manufacturing_kpi_table,machine_utilization,1,int,manufacturing,KPI measuring machine utilization in manufacturing domain.
sales_marketing_product_analytics,country,0,string,sales_marketing,Supporting attribute representing country.
banking_insurance_student_performance,claim_rejection_rate,1,float,banking_insurance,KPI measuring claim rejection rate in banking insurance domain.
hr_adv_clinical_outcomes_20,training_roi,1,float,hr_adv,KPI measuring training roi in hr adv domain.
manufacturing_monitoring,scrap_rate,1,float,manufacturing,KPI measuring scrap rate in manufacturing domain.
hr_trends,channel,0,string,hr,Supporting attribute representing channel.
finance_fintech_claims,category,0,string,finance_fintech,Supporting attribute representing category.
saas_it_usage_telemetry,channel,0,date,saas_it,Supporting attribute representing channel.
marketing_benchmarking,country,0,date,marketing,Supporting attribute representing country.
healthcare_pharma_usage_telemetry,average_treatment_cost,1,int,healthcare_pharma,KPI measuring average treatment cost in healthcare pharma domain.
transport_automotive_trial_registry,category,0,string,transport_automotive,Supporting attribute representing category.
hr_trends_45,employee_retention_rate,1,float,hr,KPI measuring employee retention rate in hr domain.
banking_insurance_reliability_metrics_29,premium_growth_rate,1,int,banking_insurance,KPI measuring premium growth rate in banking insurance domain.
hr_adv_risk_analytics,employee_turnover_rate,1,float,hr_adv,KPI measuring employee turnover rate in hr adv domain.
supplychain_logistics_transactions_15,last_mile_delivery_success_rate,1,float,supplychain_logistics,KPI measuring last mile delivery success rate in supplychain logistics domain.
transport_automotive_orders,channel,0,date,transport_automotive,Supporting attribute representing channel.
manufacturing_adv_claims,production_throughput,1,int,manufacturing_adv,KPI measuring production throughput in manufacturing adv domain.
finance_fintech_course_outcomes,transaction_volume,1,int,finance_fintech,KPI measuring transaction volume in finance fintech domain.
ecommerce_retail_trial_registry,delivery_time,1,int,ecommerce_retail,KPI measuring delivery time in ecommerce retail domain.
manufacturing_adv_usage_telemetry,category,0,string,manufacturing_adv,Supporting attribute representing category.
finance_fintech_course_outcomes,country,0,string,finance_fintech,Supporting attribute representing country.
supplychain_logistics_efficiency_dashboard,channel,0,date,supplychain_logistics,Supporting attribute representing channel.
sales_kpi_table,average_deal_size,1,float,sales,KPI measuring average deal size in sales domain.
telecom_fraud_monitoring,complaint_resolution_time,1,float,telecom,KPI measuring complaint resolution time in telecom domain.
marketing_monitoring_3,country,0,date,marketing,Supporting attribute representing country.
saas_it_reliability_metrics_43,id,0,int,saas_it,Supporting attribute representing id.
cybersecurity_transactions,threat_detection_accuracy,1,float,cybersecurity,KPI measuring threat detection accuracy in cybersecurity domain.
manufacturing_adv_orders,waste_percentage,1,int,manufacturing_adv,KPI measuring waste percentage in manufacturing adv domain.
devops_dataset,location,0,date,devops,Supporting attribute representing location.
ai_datascience_usage_telemetry,timestamp,0,string,ai_datascience,Supporting attribute representing timestamp.
public_government_efficiency_dashboard,citizen_satisfaction_index,1,float,public_government,KPI measuring citizen satisfaction index in public government domain.
public_government_efficiency_dashboard,policy_implementation_time,1,float,public_government,KPI measuring policy implementation time in public government domain.
hr_adv_cost_reporting_33,category,0,string,hr_adv,Supporting attribute representing category.
product_dataset,date,0,date,product,Supporting attribute representing date.
transport_automotive_fraud_monitoring,date,0,string,transport_automotive,Supporting attribute representing date.
ai_datascience_transactions_38,model_explainability_score,1,float,ai_datascience,KPI measuring model explainability score in ai datascience domain.
